,Day_M,GTIBackavg_M,GTIFrontavg_M,Hour_M,IMT1_M,IMT2_M,IMT3_M,IMT4_M,IMT5_M,IMT6_M,Minute_M,Month_M,Year_M,CM11_1,CM11_2,Day,Hour,IMT1,IMT2,IMT3,IMT4,IMT5,IMT6,Minute,Month,Year,Day_R,Hour_R,IMT1_Rad,IMT2_Rad,IMT3_Rad,IMT4_Rad,IMT5_Rad,IMT6_Rad,Minute_R,Month_R,Year_R,GTIFrontavg,GTIBackavg,GTIFrontavg_Rad,GTIBackavg_Rad
2017-10-03 11:05:00,3.0,68.3349404116,722.144684915,11.0,87.2549011239,721.531229597,40.2661730935,48.759256953,722.758140233,97.059430476,5.0,10.0,2017.0,549.35292,563.3415,3.0,11.0,73.88813,609.8486,29.473754,31.646934,618.26978,79.45689,7.0,10.0,2017.0,3.0,11.0,112.818,732.6383,62.37176,67.73037,732.7798,111.9279,5.0,10.0,2017.0,614.05919,53.616427,732.70905,88.7120075
2017-10-03 11:10:00,3.0,62.5260841385,479.031571828,11.0,58.1286975035,478.898417621,40.2417442866,52.3473277006,479.164726036,99.3865670633,10.0,10.0,2017.0,445.0275,457.2931,3.0,11.0,54.872724,484.4148,28.115482,33.005128,489.50814,80.950852,12.0,10.0,2017.0,3.0,11.0,70.32525,503.8324,51.98772,58.9582,504.2097,101.7066,10.0,10.0,2017.0,486.96147,49.2360465,504.02105,70.7444425
2017-10-03 11:15:00,3.0,88.724172559,829.867102138,11.0,100.211367989,829.607392436,54.1587547381,67.932432381,830.126811841,132.594135128,15.0,10.0,2017.0,770.31844,790.17922,3.0,11.0,94.125704,847.81024,36.876082,42.37693,858.5404,120.33961,17.0,10.0,2017.0,3.0,11.0,123.5716,845.5657,81.28395,89.72239,845.6538,151.8894,15.0,10.0,2017.0,853.17532,73.4295815,845.60975,111.616835
2017-10-03 11:20:00,3.0,106.840008827,1138.50902517,11.0,137.014834035,1138.26065269,62.4243701843,75.9351361138,1138.75739766,151.985694974,20.0,10.0,2017.0,1056.671,1079.8238,3.0,11.0,128.489,1146.3502,43.531422,49.23601,1165.5012,145.67066,22.0,10.0,2017.0,3.0,11.0,193.3396,1159.419,98.38051,105.9486,1159.603,173.4703,20.0,10.0,2017.0,1155.9257,91.731773,1159.511,142.7847525
2017-10-03 11:25:00,3.0,103.808639927,1086.41381046,11.0,130.785705719,1086.18189034,61.0420580561,74.6191643364,1086.64573058,148.787631596,25.0,10.0,2017.0,1013.5138,1030.06118,3.0,11.0,123.055046,1109.66898,42.716132,49.099776,1129.49892,147.02768,27.0,10.0,2017.0,3.0,11.0,181.811,1106.142,98.02279,105.0609,1106.424,171.2079,25.0,10.0,2017.0,1119.58395,90.4746585,1106.283,139.0256475
2017-10-03 11:30:00,3.0,81.7270868112,733.934057196,11.0,88.7382040563,733.655845444,50.5127977736,63.8599690693,734.212268948,123.797376346,30.0,10.0,2017.0,668.10452,676.58324,3.0,11.0,74.426702,732.85842,34.021658,42.170548,741.07528,123.38792,32.0,10.0,2017.0,3.0,11.0,115.0077,750.1322,75.88982,85.22902,750.6851,140.3321,30.0,10.0,2017.0,736.96685,68.501707,750.40865,104.11466
2017-10-03 11:35:00,3.0,81.7214734462,785.460792126,11.0,94.9396537351,784.988225251,49.5811751106,61.6531054124,785.933359,120.711959527,35.0,10.0,2017.0,962.21496,975.12048,3.0,11.0,112.916276,1039.67182,40.4,46.443032,1057.18972,140.5513,37.0,10.0,2017.0,3.0,11.0,117.6373,796.2617,76.24738,85.94928,796.3689,140.9378,35.0,10.0,2017.0,1048.43077,85.077652,796.3153,105.19294
2017-10-03 11:40:00,3.0,75.6440968135,666.300924309,11.0,80.6250109744,666.007266974,47.0291668877,59.6520800574,666.594581645,115.270129334,40.0,10.0,2017.0,562.74058,569.78252,3.0,11.0,63.412196,608.18672,30.687666,38.020118,618.0312,105.16638,42.0,10.0,2017.0,3.0,11.0,98.11349,683.4006,69.65366,77.54305,683.4426,129.7698,40.0,10.0,2017.0,613.10896,59.32159,683.4216,93.77
2017-10-03 11:45:00,3.0,93.6902322031,950.988214796,11.0,114.72314777,950.535514902,55.7981870868,68.563872358,951.44091469,135.675721598,45.0,10.0,2017.0,858.07638,864.47214,3.0,11.0,101.831828,935.97066,39.03553,46.435294,954.02882,134.41804,47.0,10.0,2017.0,3.0,11.0,146.217,962.2024,88.8633,97.91574,962.5864,159.9842,45.0,10.0,2017.0,944.99974,80.430173,962.3944,123.24506
2017-10-03 11:50:00,3.0,94.2443608666,934.885472295,11.0,112.82701042,934.452840315,56.5482415772,69.889885683,935.318104274,137.712305786,50.0,10.0,2017.0,873.28718,875.92976,3.0,11.0,104.600648,971.27064,39.708718,47.650388,988.91906,139.82872,52.0,10.0,2017.0,3.0,11.0,149.4208,945.5537,91.42409,99.11775,945.6764,162.2122,50.0,10.0,2017.0,980.09485,82.9471185,945.61505,125.54371
2017-10-03 11:55:00,3.0,76.9283834694,535.489586412,11.0,65.0070647288,535.551914525,50.4710856034,66.7125145698,535.427258299,125.522868976,55.0,10.0,2017.0,666.954,670.7426,3.0,11.0,71.6712,721.73528,33.935358,43.776656,731.64428,129.02226,57.0,10.0,2017.0,3.0,11.0,81.42702,563.3171,63.46499,75.6879,563.4635,130.9045,55.0,10.0,2017.0,726.68978,69.6013685,563.3903,87.8711025
2017-10-03 12:00:00,3.0,66.6006985807,504.804515463,12.0,61.2882458748,504.634438062,42.9871815978,55.9874090917,504.974592863,106.139957759,0.0,10.0,2017.0,472.93184,479.60596,3.0,12.0,44.928602,486.34188,27.69011,37.598828,490.27824,106.688394,2.0,10.0,2017.0,3.0,12.0,85.79801,528.7688,56.37008,64.34801,528.8125,109.8175,0.0,10.0,2017.0,488.31006,54.2264835,528.79065,79.0834
2017-10-03 12:05:00,3.0,59.5474139921,385.601271703,12.0,46.8877190219,385.691514543,39.6206011113,52.8652306525,385.511028862,98.8161051828,5.0,10.0,2017.0,497.20594,502.53716,3.0,12.0,52.18936,536.14566,28.232496,36.376492,540.82844,103.564404,7.0,10.0,2017.0,3.0,12.0,53.76884,404.8547,48.80546,59.26506,404.9449,104.8309,5.0,10.0,2017.0,538.48705,55.090688,404.8998,66.667565
2017-10-03 12:10:00,3.0,65.1458019133,542.778783303,12.0,65.8154821709,542.475328196,41.1427919237,52.6774122755,543.082238411,100.947521283,10.0,10.0,2017.0,532.5301,537.84036,3.0,12.0,57.754074,585.88822,28.910956,36.376224,591.52122,107.63563,12.0,10.0,2017.0,3.0,12.0,81.48325,559.9526,58.91891,65.43551,560.189,110.3206,10.0,10.0,2017.0,588.70472,57.669221,560.0708,79.0395675
2017-10-03 12:15:00,3.0,48.7899570869,298.809471047,12.0,36.387572533,298.901989086,32.7937354861,44.040517985,298.716953007,81.9380023435,15.0,10.0,2017.0,284.73524,292.57158,3.0,12.0,29.657366,312.11494,22.667182,30.403888,312.58998,80.692464,17.0,10.0,2017.0,3.0,12.0,40.88988,314.0538,41.05305,50.61858,314.2512,87.19005,15.0,10.0,2017.0,312.35246,40.855225,314.1525,54.93789
2017-10-03 12:20:00,3.0,44.9590001907,271.880776491,12.0,33.1180817007,271.972271861,30.2844906285,40.7295977832,271.789281121,75.7038306504,20.0,10.0,2017.0,333.20588,336.4622,3.0,12.0,42.348204,401.62928,23.685134,29.25012,404.61534,77.977694,22.0,10.0,2017.0,3.0,12.0,39.97311,285.3954,41.74596,56.32553,285.6554,94.14545,20.0,10.0,2017.0,403.12231,43.315288,285.5254,58.0475125
2017-10-03 12:25:00,3.0,46.1005671538,281.745145336,12.0,34.3089121082,281.837428876,30.9954229428,41.6384836694,281.652861796,77.4594498949,25.0,10.0,2017.0,281.9682,288.78792,3.0,12.0,29.317968,310.9605,20.970492,27.689192,311.50342,75.127298,27.0,10.0,2017.0,3.0,12.0,45.24168,295.8672,38.01253,47.30629,296.0521,82.82757,25.0,10.0,2017.0,311.23196,38.2762375,295.95965,53.3470175
2017-10-03 12:30:00,3.0,47.2802790747,288.15522503,12.0,35.0944087259,288.247813642,31.8054214114,42.7374167593,288.062636419,79.4838694022,30.0,10.0,2017.0,305.81842,312.64032,3.0,12.0,33.118444,341.49998,20.631158,26.060414,343.2645,72.751986,32.0,10.0,2017.0,3.0,12.0,44.19429,302.6992,40.12879,50.66893,302.8695,90.9392,30.0,10.0,2017.0,342.38224,38.1405005,302.78435,56.4828025
2017-10-03 12:35:00,3.0,48.9459983063,299.95699024,12.0,36.5274489277,300.049986911,32.8945466623,44.1729203163,299.863993569,82.1890773188,35.0,10.0,2017.0,306.33314,313.69826,3.0,12.0,28.640244,334.4531,19.95317,25.789828,335.3354,78.319654,37.0,10.0,2017.0,3.0,12.0,40.6241,314.6317,40.48365,51.15394,314.7262,89.74466,35.0,10.0,2017.0,334.89425,38.175724,314.67895,55.5015875
2017-10-03 12:40:00,3.0,43.718460961,263.247041023,12.0,32.0701652203,263.33854363,29.469921413,39.6535398647,263.155538415,73.680217346,40.0,10.0,2017.0,253.31838,260.2002,3.0,12.0,25.45329,280.73232,18.869342,24.299344,281.68258,68.486082,42.0,10.0,2017.0,3.0,12.0,34.69957,276.5122,35.58548,45.18151,276.7677,79.45651,40.0,10.0,2017.0,281.20745,34.2770145,276.63995,48.7307675
2017-10-03 12:45:00,3.0,40.7508193382,245.513790837,12.0,29.9064060793,245.603623111,27.464507279,36.9565511064,245.423958563,68.6758128883,45.0,10.0,2017.0,277.00566,283.53722,3.0,12.0,31.429796,313.89082,18.192612,21.58676,316.19884,61.773476,47.0,10.0,2017.0,3.0,12.0,31.89178,257.7342,33.73125,42.93341,257.8559,74.25599,45.0,10.0,2017.0,315.04483,33.245661,257.79505,45.7031075
