,Unnamed: 0,ApparentTemperatureCelsius,CloudCoveragePercent,DateHrGmt,DateHrLwt,DiffuseHorizontalRadiationWsqm,DirectNormalIrradianceWsqm,DownwardSolarRadiationWsqm,HeatIndexCelsius,Latitude,Longitude,MslPressureKilopascals,PrecipitationPreviousHourCentimeters,ReferenceEvapotranspiration,ReferenceEvapotranspirationMillimetersPerHour,RelativeHumidityPercent,SiteId,SnowfallCentimeters,SurfaceAirPressureKilopascals,SurfaceDewpointTemperatureCelsius,SurfaceTemperatureCelsius,SurfaceWetBulbTemperatureCelsius,SurfaceWindGustsKph,WindChillTemperatureCelsius,WindDirectionDegrees,WindSpeedKph,sun_zenith,sun_azimuth,surface_tilt,surface_azimuth,dhi,dni,ghi,poa_irradiance,trina_model,silfab_model,sequential_month,month,sequential_day,silfab_meas,silfab_Keeton_meas,trina_meas
2017-08-17 11:00:00-07:00,2747,26.3,0,08/17/2017 18:00:00,08/17/2017 11:00:00,113,967,798,26.3,42.07823,-121.27869,101.8,0.0,0.024,,19,2259771403,0.0,86.9,1.75,27.4,13.6,40.4,27.4,296,6.8,40.1931847205,126.343525608,34.2359818059,90.0,113,967,798,1038.27566236,216.436871159,210.825167076,0,8,0,234.22535896,231.078853536,239.740227727
2017-08-17 12:00:00-07:00,2748,27.2,0,08/17/2017 19:00:00,08/17/2017 12:00:00,104,984,901,27.2,42.07823,-121.27869,101.8,0.0,0.026,,16,2259771403,0.0,86.9,0.850000023842,28.7,13.9,50.6,28.7,327,7.1,32.5621659454,147.521872112,18.9274628524,90.0,104,984,901,990.474387693,207.355435149,201.704719576,0,8,0,235.623607199,231.859098484,234.305898399
2017-08-17 13:00:00-07:00,2749,28.6,0,08/17/2017 20:00:00,08/17/2017 13:00:00,96,982,945,28.6,42.07823,-121.27869,101.6,0.0,0.026,,14,2259771403,0.0,86.8,-0.0299999993294,30.5,14.3,47.1,30.5,316,6.6,28.9905493428,175.44863102,2.5176107503,90.0,96,982,945,955.955185136,199.676894749,193.973752565,0,8,0,231.470877347,229.01630303,229.780495498
2017-08-17 14:00:00-07:00,2750,29.1,0,08/17/2017 21:00:00,08/17/2017 14:00:00,100,952,931,29.1,42.07823,-121.27869,101.5,0.0,0.026,,13,2259771403,0.0,86.7,-0.740000009537,31.2,14.4,43.1,31.2,301,7.8,30.9788107675,204.657682023,14.0614060882,270.0,100,952,931,946.684242809,197.934419937,192.232427775,0,8,0,231.557853581,228.414861111,230.166546545
2017-08-17 15:00:00-07:00,2751,28.8,0,08/17/2017 22:00:00,08/17/2017 15:00:00,138,865,857,28.8,42.07823,-121.27869,101.4,0.0,0.025,,13,2259771403,0.0,86.7,-1.00999999046,30.9,14.2,48.0,30.9,300,11.1,37.6320006367,227.939838241,29.7876004132,270.0,138,865,857,951.928407695,200.314651825,194.665420348,0,8,0,234.465035701,231.306651516,231.568220721
2017-08-17 16:00:00-07:00,2752,28.8,0,08/17/2017 23:00:00,08/17/2017 16:00:00,132,808,732,28.8,42.07823,-121.27869,101.4,0.0,0.022,,13,2259771403,0.0,86.7,-0.77999997139,30.9,14.2,52.5,30.9,300,13.9,46.927998774,244.810790078,44.067041716,270.0,132,808,732,949.770080898,200.917408968,195.306209785,0,8,0,238.595082648,234.164133836,233.345508011
2017-08-17 17:00:00-07:00,2753,28.4,0,08/18/2017 00:00:00,08/17/2017 17:00:00,125,714,564,28.4,42.07823,-121.27869,101.4,0.0,0.019,,13,2259771403,0.0,86.7,-0.620000004768,30.4,14.1,52.6,30.4,299,16.3,57.4740869132,257.667398489,56.8647251785,270.0,125,714,564,901.6915704,193.504275651,187.97263757,0,8,0,230.486412852,225.232252527,233.326448948
2017-08-17 18:00:00-07:00,2754,27.8,0,08/18/2017 01:00:00,08/17/2017 18:00:00,172,433,370,27.8,42.07823,-121.27869,101.4,0.0,0.016,,15,2259771403,0.0,86.7,0.709999978542,29.6,14.1,48.5,29.6,301,15.4,68.5229245911,268.429471537,60.0,270.0,172,433,370,689.216269672,153.241117678,148.149651125,0,8,0,201.062949922,193.798020205,215.13435936
2017-08-17 19:00:00-07:00,2755,26.4,0,08/18/2017 02:00:00,08/17/2017 19:00:00,139,83,169,26.4,42.07823,-121.27869,101.4,0.0,0.009,,19,2259771403,0.0,86.6,1.78999996185,27.6,13.7,49.3,27.6,301,13.2,79.6335352279,278.316961918,20.8183896705,270.0,139,83,169,194.875862487,44.6450477044,42.5518464075,0,8,0,109.476057805,98.1251010091,132.195618117
2017-08-17 20:00:00-07:00,2756,22.9,0,08/18/2017 03:00:00,08/17/2017 20:00:00,0,0,0,22.9,42.07823,-121.27869,101.5,0.0,0.004,,27,2259771403,0.0,86.7,3.01999998093,22.9,12.3,35.5,22.9,299,11.6,90.469507094,288.170961458,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,0,13.7886658842,9.95194949545,20.2823173153
2017-08-17 21:00:00-07:00,2757,19.9,0,08/18/2017 04:00:00,08/17/2017 21:00:00,0,0,0,19.9,42.07823,-121.27869,101.7,0.0,0.003,,34,2259771403,0.0,86.7,3.63000011444,19.9,11.3,30.3,19.9,309,9.8,100.688499426,298.679957201,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,0,-0.0845226910211,-0.00380808181818,-0.00310810585586
2017-08-17 22:00:00-07:00,2758,17.8,0,08/18/2017 05:00:00,08/17/2017 22:00:00,0,0,0,17.8,42.07823,-121.27869,101.8,0.0,0.002,,39,2259771403,0.0,86.8,3.97000002861,17.8,10.5,20.7,17.8,323,8.5,109.865072073,310.485909225,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,0,0.0196170770246,0.00597222272727,0.0100475472973
2017-08-17 23:00:00-07:00,2759,16.0,0,08/18/2017 06:00:00,08/17/2017 23:00:00,0,0,0,16.0,42.07823,-121.27869,101.8,0.0,0.002,,45,2259771403,0.0,86.8,4.15999984741,16.0,9.8,24.3,16.0,341,7.2,117.431799735,324.155287345,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,0,0.0194796549296,0.00654292954545,0.0108708716216
2017-08-18 00:00:00-07:00,2760,13.7,0,08/18/2017 07:00:00,08/18/2017 00:00:00,0,0,0,13.7,42.07823,-121.27869,101.9,0.0,0.001,,52,2259771403,0.0,86.8,3.83999991417,13.7,8.8,40.4,13.7,356,5.2,122.6764684,339.938872687,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,0.0211076879401,0.00843686818182,0.0110535518018
2017-08-18 01:00:00-07:00,2761,12.7,0,08/18/2017 08:00:00,08/18/2017 01:00:00,0,0,0,12.7,42.07823,-121.27869,101.9,0.0,0.001,,54,2259771403,0.0,86.8,3.3599998951,12.7,8.1,38.6,12.7,5,5.0,124.891221484,357.343779187,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,0.0214676241197,0.00902525227273,0.0118718738739
2017-08-18 02:00:00-07:00,2762,11.3,0,08/18/2017 09:00:00,08/18/2017 02:00:00,0,0,0,11.3,42.07823,-121.27869,101.9,0.0,0.001,,68,2259771403,0.0,86.8,5.09999990463,11.3,8.4,37.3,11.3,17,4.1,123.702774062,15.0005740695,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,0.0221645149648,0.0100707090909,0.0113913896396
2017-08-18 03:00:00-07:00,2763,10.4,0,08/18/2017 10:00:00,08/18/2017 03:00:00,0,0,0,10.4,42.07823,-121.27869,101.9,0.0,0.0,,70,2259771403,0.0,86.8,4.65999984741,10.4,7.7,36.4,10.4,29,3.4,119.31831811,31.3800065322,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,0.023588615757,0.0120404045455,0.0132757747748
2017-08-18 04:00:00-07:00,2764,9.7,0,08/18/2017 11:00:00,08/18/2017 04:00:00,0,0,0,9.7,42.07823,-121.27869,101.8,0.0,0.0,,72,2259771403,0.0,86.8,4.36999988556,9.7,7.2,35.4,9.7,42,2.9,112.383294177,45.7009026336,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,0.0234487486796,0.0119848477273,0.0149374369369
2017-08-18 05:00:00-07:00,2765,9.1,0,08/18/2017 12:00:00,08/18/2017 05:00:00,0,0,0,9.1,42.07823,-121.27869,101.8,0.0,0.0,,72,2259771403,0.0,86.8,3.84999990463,9.1,6.7,35.0,9.1,59,2.6,103.634621902,58.034137959,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,0.0246772306338,0.0134166659091,0.0154379369369
2017-08-18 06:00:00-07:00,2766,8.7,0,08/18/2017 13:00:00,08/18/2017 06:00:00,0,0,0,8.7,42.07823,-121.27869,101.8,0.0,0.001,,74,2259771403,0.0,86.8,3.90000009537,8.7,6.5,37.3,8.7,171,0.4,93.6891006269,68.8880593828,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,0.0252362086268,0.0139545454545,0.0162462477477
2017-08-18 07:00:00-07:00,2767,12.3,0,08/18/2017 14:00:00,08/18/2017 07:00:00,33,302,65,12.3,42.07823,-121.27869,101.8,0.0,0.005,,57,2259771403,0.0,86.8,4.09999990463,12.3,8.2,37.7,12.3,63,1.0,83.0115541588,78.8941530869,13.6214801326,90.0,33,302,65,151.74247455,36.4919860783,34.8450222795,0,8,1,5.97830448019,7.33086868636,3.36781281532
2017-08-18 08:00:00-07:00,2768,19.9,0,08/18/2017 15:00:00,08/18/2017 08:00:00,122,613,255,19.9,42.07823,-121.27869,101.8,0.0,0.009,,30,2259771403,0.0,86.8,2.00999999046,19.9,10.7,36.4,19.9,69,1.8,71.9639093729,88.7230610518,44.1885842875,90.0,122,613,255,768.199650614,172.442205855,167.250026362,0,8,1,81.2765341347,89.6303863659,26.9307707703
2017-08-18 09:00:00-07:00,2769,25.0,0,08/18/2017 16:00:00,08/18/2017 09:00:00,141,812,466,25.0,42.07823,-121.27869,101.8,0.0,0.014,,22,2259771403,0.0,86.8,1.77999997139,25.0,12.7,36.1,25.0,330,0.6,60.8777609029,99.1542351674,60.0,90.0,141,812,466,1049.34101842,217.544166365,211.906161418,0,8,1,180.803307904,179.784595961,154.702775275
2017-08-18 10:00:00-07:00,2770,27.5,0,08/18/2017 17:00:00,08/18/2017 10:00:00,134,915,654,27.5,42.07823,-121.27869,101.7,0.0,0.019,,16,2259771403,0.0,86.8,0.899999976158,29.1,14.1,36.6,29.1,288,2.6,50.1513719557,111.262262816,48.1533739038,90.0,134,915,654,1078.95556731,219.27265582,213.517164675,0,8,1,219.196714594,215.678035355,225.157289791
2017-08-18 11:00:00-07:00,2771,28.6,0,08/18/2017 18:00:00,08/18/2017 11:00:00,109,983,804,28.6,42.07823,-121.27869,101.6,0.0,0.024,,13,2259771403,0.0,86.8,-0.819999992847,30.7,14.2,38.5,30.7,285,5.3,40.4159065787,126.716069817,34.3176681586,90.0,109,983,804,1047.10819854,214.010422276,208.242833018,0,8,1,229.872386052,226.548416666,233.876048547
2017-08-18 12:00:00-07:00,2772,28.9,0,08/18/2017 19:00:00,08/18/2017 12:00:00,102,998,907,28.9,42.07823,-121.27869,101.7,0.0,0.026,,11,2259771403,0.0,86.8,-2.5,31.1,14.0,37.0,31.1,301,5.8,32.8357802247,147.857702826,18.9492097614,90.0,102,998,907,998.422673531,205.93010108,200.167364686,0,8,1,232.731048513,229.799752525,229.293483484
2017-08-18 13:00:00-07:00,2773,29.6,0,08/18/2017 20:00:00,08/18/2017 13:00:00,97,989,950,29.6,42.07823,-121.27869,101.5,0.0,0.027,,10,2259771403,0.0,86.7,-3.21000003815,32.2,14.2,35.7,32.2,303,6.4,29.3106639994,175.599603761,2.4665115334,90.0,97,989,950,960.351308901,198.833453665,193.064368428,0,8,1,235.291929773,232.343815655,220.42235986
2017-08-18 14:00:00-07:00,2774,29.8,0,08/18/2017 21:00:00,08/18/2017 14:00:00,98,961,934,29.8,42.07823,-121.27869,101.4,0.0,0.026,,9,2259771403,0.0,86.6,-3.94000005722,32.6,14.2,36.3,32.6,300,7.6,31.3034161846,204.558805577,14.1838550894,270.0,98,961,934,950.289209963,197.243017552,191.486768077,0,8,1,231.988423806,228.921944443,220.42126877
2017-08-18 15:00:00-07:00,2775,29.5,0,08/18/2017 22:00:00,08/18/2017 15:00:00,135,876,860,29.5,42.07823,-121.27869,101.3,0.0,0.025,,9,2259771403,0.0,86.6,-4.71999979019,32.3,13.9,42.2,32.3,298,10.8,37.9304069877,227.714618316,29.9656663023,270.0,135,876,860,957.539795601,199.937002877,194.232290665,0,8,1,230.651909233,226.380707068,228.413268268
2017-08-18 16:00:00-07:00,2776,29.4,0,08/18/2017 23:00:00,08/18/2017 16:00:00,126,822,734,29.4,42.07823,-121.27869,101.2,0.0,0.023,,9,2259771403,0.0,86.5,-5.07000017166,32.1,13.8,48.8,32.1,297,14.0,47.200847798,244.559898601,44.2811749413,270.0,126,822,734,956.150699098,201.009655684,195.35637444,0,8,1,227.671849081,223.591300507,231.318966466
2017-08-18 17:00:00-07:00,2777,29.0,0,08/19/2017 00:00:00,08/18/2017 17:00:00,117,734,566,29.0,42.07823,-121.27869,101.3,0.0,0.02,,9,2259771403,0.0,86.5,-4.94000005722,31.5,13.6,54.5,31.5,298,17.3,57.7317195068,257.424936644,57.1004575324,270.0,117,734,566,912.949019553,194.917310698,189.352974155,0,8,1,208.931756161,203.78203283,219.290805806
2017-08-18 18:00:00-07:00,2778,27.9,0,08/19/2017 01:00:00,08/18/2017 18:00:00,135,523,372,27.9,42.07823,-121.27869,101.4,0.0,0.019,,10,2259771403,0.0,86.6,-4.38999986649,30.0,13.1,53.9,30.0,304,18.8,68.7751658297,268.202313189,60.0,270.0,135,523,372,745.976998659,164.89268559,159.654011297,0,8,1,153.38337099,144.486696968,161.298100601
2017-08-18 19:00:00-07:00,2779,26.4,0,08/19/2017 02:00:00,08/18/2017 19:00:00,137,88,168,26.4,42.07823,-121.27869,101.4,0.0,0.011,,14,2259771403,0.0,86.6,-2.23000001907,27.6,12.7,53.5,27.6,301,15.5,79.8883511063,278.104884789,20.2209267855,270.0,137,88,168,195.289597682,44.7797983492,42.683539238,0,8,1,63.5831509199,56.5177752545,77.9166941959
2017-08-18 20:00:00-07:00,2780,22.6,0,08/19/2017 03:00:00,08/18/2017 20:00:00,0,0,0,22.6,42.07823,-121.27869,101.5,0.0,0.004,,22,2259771403,0.0,86.6,0.10000000149,22.6,11.3,52.5,22.6,298,12.2,90.7334595078,287.973679619,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,5.57796703917,3.49267676818,11.0530930923
2017-08-18 21:00:00-07:00,2781,19.3,0,08/19/2017 04:00:00,08/18/2017 21:00:00,0,0,0,19.3,42.07823,-121.27869,101.6,0.0,0.003,,31,2259771403,0.0,86.6,1.62000000477,19.3,10.4,51.3,19.3,305,9.8,100.967028416,298.500384513,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,-0.0764950123239,0.00493181590909,0.00898398423423
2017-08-18 22:00:00-07:00,2782,17.1,0,08/19/2017 05:00:00,08/18/2017 22:00:00,0,0,0,17.1,42.07823,-121.27869,101.6,0.0,0.002,,39,2259771403,0.0,86.6,2.84999990463,17.1,9.9,50.1,17.1,313,8.5,110.162002077,310.333085437,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,0.0198924102113,0.00707070681818,0.0102652657658
2017-08-18 23:00:00-07:00,2783,15.3,0,08/19/2017 06:00:00,08/18/2017 23:00:00,0,0,0,15.3,42.07823,-121.27869,101.7,0.0,0.002,,46,2259771403,0.0,86.7,3.71000003815,15.3,9.4,48.7,15.3,322,7.4,117.747563164,324.047177109,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,1,0.020448943662,0.00844949545455,0.0130580563063
2017-08-19 00:00:00-07:00,2784,13.7,0,08/19/2017 07:00:00,08/19/2017 00:00:00,0,0,0,13.7,42.07823,-121.27869,101.8,0.0,0.001,,50,2259771403,0.0,86.7,3.63000011444,13.7,8.6,45.0,13.7,333,6.6,123.005077526,339.901156531,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,2,0.0214632231514,0.0101717181818,0.0121096103604
2017-08-19 01:00:00-07:00,2785,12.1,0,08/19/2017 08:00:00,08/19/2017 01:00:00,0,0,0,12.1,42.07823,-121.27869,101.8,0.0,0.001,,57,2259771403,0.0,86.7,3.92000007629,12.1,8.0,44.1,12.1,336,5.7,125.218566692,357.397506735,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,2,0.022978775088,0.0123459590909,0.0126001013514
2017-08-19 02:00:00-07:00,2786,11.7,0,08/19/2017 09:00:00,08/19/2017 02:00:00,0,0,0,11.7,42.07823,-121.27869,101.8,0.0,0.001,,59,2259771403,0.0,86.7,4.0,11.7,7.8,45.0,11.7,335,5.8,124.011100618,15.1436938472,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,2,0.0233367574824,0.0124116159091,0.0138063063063
2017-08-19 03:00:00-07:00,2787,11.0,3,08/19/2017 10:00:00,08/19/2017 03:00:00,0,0,0,11.0,42.07823,-121.27869,101.8,0.0,0.001,,62,2259771403,0.0,86.7,4.01000022888,11.0,7.5,43.6,11.0,339,5.7,119.595272357,31.587333002,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,2,0.022948943662,0.0118762659091,0.0135560540541
2017-08-19 04:00:00-07:00,2788,9.7,2,08/19/2017 11:00:00,08/19/2017 04:00:00,0,0,0,10.0,42.07823,-121.27869,101.8,0.0,0.001,,67,2259771403,0.0,86.7,3.93000006676,10.0,7.0,40.6,9.7,346,5.2,112.626101501,45.9440029815,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,2,0.0234580400528,0.0127121204545,0.0139464481982
2017-08-19 05:00:00-07:00,2789,9.0,0,08/19/2017 12:00:00,08/19/2017 05:00:00,0,0,0,9.0,42.07823,-121.27869,101.8,0.0,0.0,,75,2259771403,0.0,86.6,4.59000015259,9.0,6.9,37.0,9.0,357,4.7,103.84741607,58.2950136146,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,2,0.0252406100352,0.0143156568182,0.0145770743243
2017-08-19 06:00:00-07:00,2790,8.4,2,08/19/2017 13:00:00,08/19/2017 06:00:00,0,0,0,8.4,42.07823,-121.27869,101.8,0.0,0.001,,77,2259771403,0.0,86.6,4.44000005722,8.4,6.6,32.4,8.4,9,4.2,93.879043436,69.1598012682,0.0,0.0,0,0,0,0.0,0.0,0.0,0,8,2,0.0261233367077,0.0148964659091,0.015490490991
2017-08-19 07:00:00-07:00,2791,11.4,18,08/19/2017 14:00:00,08/19/2017 07:00:00,33,296,64,11.4,42.07823,-121.27869,101.8,0.0,0.005,,63,2259771403,0.0,86.6,4.67000007629,11.4,8.0,30.5,11.4,18,3.8,83.1868027695,79.1772574299,13.2464051158,90.0,33,296,64,146.809066061,35.3991897252,33.8016051867,0,8,2,5.52221684331,6.89270454545,3.47256256306
2017-08-19 08:00:00-07:00,2792,16.9,32,08/19/2017 15:00:00,08/19/2017 08:00:00,120,602,249,16.9,42.07823,-121.27869,101.7,0.0,0.008,,42,2259771403,0.0,86.6,4.13999986649,16.9,10.2,28.6,16.9,18,2.9,72.1332860075,89.0224469572,43.377388707,90.0,120,602,249,747.858340182,170.873034838,165.795845721,0,8,2,61.6180403952,67.9791212114,27.6570420405
2017-08-19 09:00:00-07:00,2793,21.8,15,08/19/2017 16:00:00,08/19/2017 09:00:00,140,806,461,21.8,42.07823,-121.27869,101.6,0.0,0.014,,31,2259771403,0.0,86.6,3.90000009537,21.8,12.1,29.8,21.8,6,3.6,61.0514683235,99.4771977684,60.0,90.0,140,806,461,1040.90023471,220.733576415,215.270292762,0,8,2,146.287943564,146.34568182,123.84782032
2017-08-19 10:00:00-07:00,2794,25.3,6,08/19/2017 17:00:00,08/19/2017 10:00:00,134,911,649,25.3,42.07823,-121.27869,101.5,0.0,0.019,,24,2259771403,0.0,86.6,3.25,25.3,13.3,32.2,25.3,359,4.2,50.3423925793,111.614951879,48.2776112815,90.0,134,911,649,1073.66139778,223.015015365,217.445882739,0,8,2,199.451182511,197.044194445,201.663453453
2017-08-19 11:00:00-07:00,2795,26.8,0,08/19/2017 18:00:00,08/19/2017 11:00:00,116,968,798,26.8,42.07823,-121.27869,101.4,0.0,0.023,,17,2259771403,0.0,86.5,0.949999988079,28.2,13.7,35.3,28.2,347,5.0,40.64124494,127.090922846,34.3990787423,90.0,116,968,798,1038.71535531,214.911117637,209.235761659,0,8,2,217.089076194,215.16793182,220.571343845
2017-08-19 12:00:00-07:00,2796,28.4,2,08/19/2017 19:00:00,08/19/2017 12:00:00,97,994,897,28.4,42.07823,-121.27869,101.4,0.0,0.025,,13,2259771403,0.0,86.6,-0.689999997616,30.3,14.0,33.0,30.3,8,4.4,33.1125465866,148.194572368,18.9696454611,90.0,97,994,897,986.959693072,204.165493853,198.413630088,0,8,2,222.450444053,219.925896464,226.355277779
2017-08-19 13:00:00-07:00,2797,29.2,4,08/19/2017 20:00:00,08/19/2017 13:00:00,95,982,940,29.2,42.07823,-121.27869,101.3,0.0,0.026,,12,2259771403,0.0,86.5,-1.28999996185,31.5,14.4,33.5,31.5,353,5.2,29.6342060244,175.75219233,2.41280578854,90.0,95,982,940,949.466862138,197.14490189,191.391104827,0,8,2,223.82356563,221.482345961,221.78902152
2017-08-19 14:00:00-07:00,2798,29.3,17,08/19/2017 21:00:00,08/19/2017 14:00:00,100,950,923,29.3,42.07823,-121.27869,101.2,0.0,0.025,,11,2259771403,0.0,86.4,-1.65999996662,31.6,14.3,34.4,31.6,335,6.4,31.6319592814,204.463494147,14.3100048277,270.0,100,950,923,940.179343889,195.94396756,190.213398988,0,8,2,220.971076389,218.547376261,218.442760259
2017-08-19 15:00:00-07:00,2799,28.9,6,08/19/2017 22:00:00,08/19/2017 15:00:00,137,863,849,28.9,42.07823,-121.27869,101.1,0.0,0.023,,12,2259771403,0.0,86.3,-1.98000001907,31.1,14.0,36.9,31.1,324,8.5,38.2331989835,227.492118838,30.1479724497,270.0,137,863,849,945.888060687,198.146198935,192.458330499,0,8,2,221.749308489,219.310770202,218.03158909
2017-08-19 16:00:00-07:00,2800,28.5,0,08/19/2017 23:00:00,08/19/2017 16:00:00,132,802,723,28.5,42.07823,-121.27869,101.0,0.0,0.02,,12,2259771403,0.0,86.3,-2.05999994278,30.6,13.9,39.5,30.6,320,10.3,47.4781210147,244.310134294,44.4995865953,270.0,132,802,723,942.266867283,198.610742838,192.967262704,0,8,2,226.84055311,224.299656568,218.981281279
2017-08-19 17:00:00-07:00,2801,28.2,2,08/20/2017 00:00:00,08/19/2017 17:00:00,125,708,555,28.2,42.07823,-121.27869,101.0,0.0,0.016,,12,2259771403,0.0,86.3,-1.77999997139,30.1,13.7,41.9,30.1,319,11.9,57.9936144487,257.182550951,57.3402589044,270.0,125,708,555,895.410171872,191.273063651,185.708644155,0,8,2,222.099160309,217.719017677,217.036536534
